,S
2008-07-07,1.0863673348286196
2008-07-08,1.079781777845124
2008-07-09,1.0883177112207305
2008-07-10,1.0730002704697772
2008-07-11,1.045665381246957
2008-07-14,1.048382245921943
2008-07-15,1.0585490788307825
2008-07-16,1.0529722629280727
2008-07-17,1.047806664210657
2008-07-18,1.0278495564226258
2008-07-22,1.0132875725173471
2008-07-23,1.0236430871262157
2008-07-24,1.0287721718243485
2008-07-25,1.0198610658314753
2008-07-28,1.0473935715287341
2008-07-29,1.0445018551964391
2008-07-30,1.0624000463678787
2008-07-31,1.0599071794692512
2008-08-01,1.074138596245654
2008-08-04,1.0890065523899328
2008-08-05,1.0972736755047714
2008-08-06,1.0923360182074027
2008-08-07,1.108646414691559
2008-08-08,1.1095378833816223
2008-08-11,1.1125316900525672
2008-08-12,1.140716813687374
2008-08-13,1.137015493125784
2008-08-14,1.1341671486216307
2008-08-15,1.13062194044623
2008-08-18,1.135780006848964
2008-08-19,1.1451232441610888
2008-08-20,1.1526203780393107
2008-08-21,1.1375096127986712
2008-08-22,1.1493639021418107
2008-08-25,1.1158530571712744
2008-08-26,1.137402571100682
2008-08-27,1.1322196876673565
2008-08-28,1.1117151712349869
2008-08-29,1.0963263400775114
2008-09-01,1.1387097774217438
2008-09-02,1.1645612777038128
2008-09-03,1.1560448947546822
2008-09-04,1.1420609521489822
2008-09-05,1.1365752575402437
2008-09-08,1.1712100169460877
2008-09-09,1.2034199162749524
2008-09-10,1.1970155427474416
2008-09-11,1.1838646350422863
2008-09-12,1.193850064299897
2008-09-16,1.1653303150704826
2008-09-17,1.2370509799915654
2008-09-18,1.2226126282675904
2008-09-19,1.2331466866583167
2008-09-22,1.2777359761858649
2008-09-24,1.282050719865796
